cinema_id,user_id,show_id,date
CINEMARK,0009d6cf-bdb9-426b-9e86-a2be1364ce18,c51eb99d-8787-41b9-b4aa-7d073828a41e,2024-12-18
CINEMARK,0011904b-bad8-48f3-8368-fc4e51d47cca,7ccf3f77-055b-4ce8-859f-9514d663c558,2024-12-14
CINEMARK,0019dc7a-dac9-4410-908f-74a7d8265487,f9171454-1054-4bd9-b08f-dcc093d0b0dc,2024-12-20
CINEMARK,0034de21-8d51-4cd2-83e5-e6cfbd824b96,506d0517-4c56-4209-add9-7fde20a85c63,2024-12-25
CINEMARK,003762bd-bb6b-4f22-8c4c-a4d3d4831dfe,fbe1b7c5-8c52-4363-bcaf-52396611d2e7,2024-12-02
CINEMARK,0039e5c5-45aa-4be8-9fce-1bb918b2fb5e,16b4eb84-8832-422f-aad7-c6149c5eee1b,2024-12-05
CINEMARK,00475288-79aa-472b-b1e0-f7c6ce9504fe,35bdd5ed-ab67-46c2-8199-66a19e771151,2024-12-24
CINEMARK,00505bff-f57e-4349-a88c-dc5e35e71237,183e6b43-f91b-4e67-81dc-e3519bf5e94a,2024-12-25
CINEMARK,0064cd7a-5402-443e-a250-15aa7c8a3ac6,ac620bb8-6832-46ee-9724-fcbf46bed24f,2024-12-21
CINEMARK,006bef93-4a79-4abf-8eb7-671195b2332c,709dac9a-f7bb-4dc6-bb60-38e8eb46cfa8,2024-12-22
CINEMARK,0074980b-80b9-48f0-881b-f69337eecd02,a86f94fa-6875-4232-8eaf-55e0b3ee6523,2024-12-30
CINEMARK,00772e13-c822-4522-98b8-99fcc587027d,8973a639-e2b0-4191-a4e7-c8785f3f2a2b,2024-12-20
CINEMARK,00922936-45c7-40d6-bd72-bdb38311b76d,9c3f1d03-dd14-444a-b8e1-78adc0555cf3,2024-12-09
CINEMARK,00b0358a-9be7-4c18-9764-d31e39c5369b,bfc699a3-fd11-417a-90b6-04263e59a041,2024-12-23
CINEMARK,00bd1705-cbc1-431e-9513-09feb4ce2b22,88b53a16-b473-4bf0-a88f-885da7c00efe,2024-12-10
CINEMARK,00d9845c-ef3c-409e-9465-8fd2515c8c4b,f90a2303-c499-460e-b347-5b65f0b5f526,2024-12-19
CINEMARK,00daeaf1-20f8-42af-ba19-b428a8bf9c07,fa8dbf07-744a-4977-980b-6e7c879eb7cd,2024-12-01
CINEMARK,00e51e36-00f7-4456-81d5-a193a615b3f3,ac9b9d45-651f-4630-879a-f285fc204426,2024-12-26
CINEMARK,00e5f29e-b8b5-4349-8bf7-17cbf3e0975a,b3fde56a-6fec-47a0-ba66-c504c30a427c,2024-12-12
CINEMARK,00ea0682-d68c-4967-b096-2dc23b4a1cae,68257136-8b1e-465a-ac75-b164b0a51fb9,2024-12-25
CINEMARK,00f11bc5-d214-493e-94b5-c7b2a31a226d,b253643c-a87f-469c-9d63-f59b84ba984d,2024-12-26
CINEMARK,01147dff-7083-4ec5-97b6-2c53d3d4af57,1835b202-466e-49ad-8e13-3a58ec86b46e,2024-12-04
CINEMARK,011e539a-5780-4703-94ce-83aaab56f804,d7a1f248-0a00-4ca3-8b85-643992f1b35b,2024-12-21
CINEMARK,011f8dd6-29e1-4eba-b2f2-e91bf82f2977,a8b86f9c-4d54-4062-ae1d-a2c7b97eb895,2024-12-17
CINEMARK,0131e841-5785-4731-a088-69a53f4f0cc9,26a2dec7-d139-48f3-a6e6-269256c78f2b,2024-12-28
CINEMARK,013547b1-5bd9-4d11-8bb4-7b328d340ac3,55113192-9bfb-4667-ac12-4d22ee7267e3,2024-12-21
CINEMARK,01373adc-6002-4810-bf85-bf03b3c4b1ca,c706720a-595f-47aa-a01e-852d7a3a9b88,2024-12-14
CINEMARK,01457fa6-f46d-4ddd-8147-e30057982aee,13629c2e-7218-41e7-8942-f54078e5ebed,2024-12-05
CINEMARK,014bb33c-1cbe-48b5-8e9f-1d5d49417cf0,2e1cf206-f27a-4ac2-a68e-73816084a959,2024-12-13
CINEMARK,0151e843-c01c-4876-849d-cff79b64fbf1,bf1ab6b7-caa0-428f-ae10-d081b991ec5f,2024-12-28
CINEMARK,017e5571-0c90-41e3-8139-7c4f76ed86b2,f6ecba36-0fed-405f-855f-75f899f34021,2024-12-14
CINEMARK,019354c9-ca68-48ab-b83f-a2c3f3033328,5d979119-3844-40da-bdcd-8ada1c231ee4,2024-12-08
CINEMARK,01b1afdf-01f4-455d-8cd0-7c223c9d1554,b15544d9-1aa4-403c-a805-5863ea9578d8,2024-12-24
CINEMARK,01b47ed4-eca9-488a-949d-7cbf16056c03,5068a509-fb68-467b-85f5-68ad266fd50c,2024-12-10
CINEMARK,01c3d14f-1e90-4434-ae6e-3108a4cec0c2,104f7a0c-a618-4c0d-8f2a-87165d545a97,2024-12-09
CINEMARK,01c63e5f-16c8-4f6a-82f2-6fbb13e065f8,6ac6921d-5e4f-4129-a8a2-be4cd05e56d7,2024-12-04
CINEMARK,01cc80a9-5e30-4e8f-9e42-89ffc4ef7d35,99a553a7-0dca-49a9-b80c-66253b0d9df1,2024-12-27
CINEMARK,01e703c8-37cc-4a74-ba7e-957f93de7106,300efccc-3722-4411-bf97-f6d1ad8edf8d,2024-12-28
CINEMARK,01fb9bd3-7d9e-4ad4-b906-e8fc89502826,300a54d4-cd0d-4408-861e-be77f666e869,2024-12-15
CINEMARK,0205f349-3fc3-4687-a2cf-7201e4abfc26,8f7aa56f-fa2c-4c05-9445-91feb53982cc,2024-12-15
CINEMARK,022256cc-b4b4-4836-b721-37fd02921b60,881462b4-3518-4207-9639-b9507af13c30,2024-12-25
CINEMARK,024c7449-81a6-4348-a935-4c8cfbc25119,d480281a-92f9-4e58-8d89-470fc39ab881,2024-12-20
CINEMARK,0262c497-babb-4c13-8744-2d01aa734e74,0f4baf33-48b1-414f-abb2-be8890264309,2024-12-18
CINEMARK,0263d466-671e-49c1-a355-3741bb3f191e,9ff48ce4-e880-4cef-b60f-e904c1e893db,2024-12-26
CINEMARK,02669202-c22d-4828-a3fb-bef9bf694a69,d67a123e-b1c9-4b05-9db0-7b5e35f65ee5,2024-12-10
CINEMARK,02766212-bd92-48b6-bdf9-044b7f6d9afe,18686a65-de34-4466-8844-8654fcbf77d0,2024-12-03
CINEMARK,027c50af-dc09-478c-9115-77bb70051dac,af1f3135-0e48-48f1-ab98-671ea5784313,2024-12-22
CINEMARK,0280dc2d-14e3-4f5d-b565-e773c4146671,350099f0-03f1-4262-835a-091f40e8cb2e,2024-12-20
CINEMARK,028fd96c-e567-4f66-92c2-d14f66b18653,62804b8e-17cb-4f6a-ba06-fb120f2aeb77,2024-12-18
CINEMARK,02a16544-c022-48d9-94ca-ed4a1cf55df5,d616d581-2347-4fce-9436-da473b01a289,2024-12-31
CINEMARK,02a28942-04e7-4ed3-b6ab-bf471d590454,8c90f784-2746-4c5d-ab08-23974188be26,2024-12-02
CINEMARK,02b1cf2e-b71c-4c94-9706-14e773c2fc46,2d426c0c-ce2f-4348-b7e5-572859a66175,2024-12-05
CINEMARK,02b9c398-ac68-4980-aab2-d9bb601db47a,4deb5275-7d39-4820-9f99-0fe6b384676b,2024-12-23
CINEMARK,02d28df0-6064-42f3-8f78-5c5da434ffc8,ac9b9d45-651f-4630-879a-f285fc204426,2024-12-26
CINEMARK,02f397f1-4ae6-4276-abfe-2af6bbd0141f,3a7efd39-4b91-4122-a092-f0e29586716f,2024-12-21
CINEMARK,02f8fdec-c28d-42d7-b1d4-9bfc3783e7b5,62a69f8c-57f6-4c43-a4a6-cae942ff916d,2024-12-12
CINEMARK,02fe5475-61d8-4de9-b524-3407eb2e5b3f,7f01e87a-3778-455b-bb2b-cf5c54ecb14c,2024-12-30
CINEMARK,0308b7fc-785a-4b77-bd3a-901a7a788f5c,aa7bfac8-1af6-4306-8f8d-48a60359e763,2024-12-06
CINEMARK,030a4ef1-a0a4-43e4-8908-1d973e1f2b58,0d909de2-cfde-40fc-816d-8acf479dee6d,2024-12-31
CINEMARK,031b035e-5f62-4fef-8a45-e3c0a0c4e6c9,336bd4bc-d4b4-41c0-9613-5f6804a78ae6,2024-12-09
CINEMARK,031beec0-2310-43ac-8938-df4bff7ea707,92ccb9b7-dcc5-413d-b929-91a432054661,2024-12-29
CINEMARK,031e91e8-d2b3-4657-aef2-97ef4a87b27a,5d2a2b90-e0e4-45e8-a7fe-ffacef57f9f7,2024-12-03
CINEMARK,03479c4b-406f-452c-9004-7e679d88822f,b2a83912-d211-4317-9036-2839b5f67ac3,2024-12-06
CINEMARK,035c21d5-5f75-4729-94db-bcc8ec49bb6b,68be3d47-9528-4b46-a4f2-3a0ab3cbea40,2024-12-28
CINEMARK,035e005e-a2f3-4840-80d8-cbcb3024b9cd,c7cb018a-9439-4e39-95e8-bd9d957d8b60,2024-12-31
CINEMARK,0361a1fa-096e-4a95-bab4-528cb74d760d,b6bc553a-69a6-48d9-b09f-5aaa232c1d6f,2024-12-25
CINEMARK,03a02c29-90a3-4754-a637-c6197f25c2b8,de2cef05-d371-4831-ba53-ee28049fb8e8,2024-12-23
CINEMARK,03ba00c7-8b1c-4d9c-ac9d-3558db247b50,f6f78e60-0a40-49e8-9670-584565a948b3,2024-12-15
CINEMARK,03cf23ee-ace2-443b-8945-9331fda01f0e,2e9d8ce3-b6ca-4776-b3c3-d2094fff8c1e,2024-12-01
CINEMARK,03db4e63-41e0-44a0-ab07-1900719a50dd,9f2e2792-756c-4ab2-aa7d-a042b096cac2,2024-12-06
CINEMARK,03e540aa-17fc-4956-b020-49b3f1a1994d,cfcffc56-8ea5-482a-8df3-3edb0c4f2a21,2024-12-27
CINEMARK,03f5e6d2-2340-447c-8358-a144d7bc5a4d,18077bbc-eacf-4427-8c47-105c221f23ae,2024-12-11
CINEMARK,03f8f1ab-7454-4f18-9c5b-ce6eae9caf82,cc5182f8-d0fa-4086-839a-de06624de5c4,2024-12-16
CINEMARK,042f51c3-a8dc-4ec4-a333-0c1ae4e4c2f2,53fa323c-d237-41f1-a4dc-4178f94a57cf,2024-12-07
CINEMARK,04335a7c-8ef6-4752-ab01-2ad5ffb6d016,2eb48020-8354-4f06-8788-1b4a5fd87940,2024-12-30
CINEMARK,043367a6-5bb2-4d6f-965a-2e58553873c0,d77f1fb0-c86f-4495-b143-e9d599204cae,2024-12-18
CINEMARK,0444a5bc-4321-4c30-9a5f-678a37f94beb,4745f180-4138-4677-bb48-de26f9d8eae1,2024-12-10
